run,resolution,thread_x,thread_y,time_gpu,ftype
6,1000,16,2,757.0,float
7,1000,16,2,756.0,float
8,1000,16,2,732.0,float
9,1000,16,2,758.0,float
10,1000,16,2,758.0,float
1,1000,16,4,761.0,double
2,1000,16,4,731.0,double
3,1000,16,4,751.0,double
4,1000,16,4,728.0,double
5,1000,16,4,754.0,double
6,1000,16,4,755.0,double
7,1000,16,4,728.0,double
8,1000,16,4,772.0,double
9,1000,16,4,750.0,double
10,1000,16,4,728.0,double
1,1000,16,4,760.0,float
2,1000,16,4,756.0,float
3,1000,16,4,762.0,float
4,1000,16,4,755.0,float
5,1000,16,4,760.0,float
6,1000,16,4,759.0,float
7,1000,16,4,750.0,float
8,1000,16,4,751.0,float
9,1000,16,4,728.0,float
10,1000,16,4,751.0,float
1,1000,16,8,728.0,double
2,1000,16,8,761.0,double
3,1000,16,8,758.0,double
4,1000,16,8,757.0,double
5,1000,16,8,766.0,double
6,1000,16,8,766.0,double
7,1000,16,8,760.0,double
8,1000,16,8,759.0,double
9,1000,16,8,729.0,double
10,1000,16,8,761.0,double
1,1000,16,8,761.0,float
2,1000,16,8,728.0,float
3,1000,16,8,758.0,float
4,1000,16,8,769.0,float
5,1000,16,8,750.0,float
6,1000,16,8,761.0,float
7,1000,16,8,754.0,float
8,1000,16,8,747.0,float
9,1000,16,8,754.0,float
10,1000,16,8,765.0,float
1,1000,16,16,731.0,double
2,1000,16,16,728.0,double
3,1000,16,16,757.0,double
4,1000,16,16,756.0,double
5,1000,16,16,758.0,double
6,1000,16,16,755.0,double
7,1000,16,16,766.0,double
8,1000,16,16,752.0,double
9,1000,16,16,758.0,double
10,1000,16,16,757.0,double
1,1000,16,16,758.0,float
2,1000,16,16,753.0,float
3,1000,16,16,762.0,float
4,1000,16,16,756.0,float
5,1000,16,16,761.0,float
6,1000,16,16,756.0,float
7,1000,16,16,763.0,float
8,1000,16,16,750.0,float
9,1000,16,16,736.0,float
10,1000,16,16,750.0,float
1,1500,1,1,46662.0,double
2,1500,1,1,46667.0,double
3,1500,1,1,46666.0,double
4,1500,1,1,46631.0,double
5,1500,1,1,46670.0,double
6,1500,1,1,46654.0,double
7,1500,1,1,46633.0,double
8,1500,1,1,46636.0,double
9,1500,1,1,46668.0,double
10,1500,1,1,46661.0,double
1,1500,1,1,46663.0,float
2,1500,1,1,46665.0,float
3,1500,1,1,46666.0,float
4,1500,1,1,46666.0,float
5,1500,1,1,46640.0,float
6,1500,1,1,46653.0,float
7,1500,1,1,46634.0,float
8,1500,1,1,46658.0,float
9,1500,1,1,46662.0,float
10,1500,1,1,46635.0,float
1,1500,1,2,23485.0,double
2,1500,1,2,23490.0,double
3,1500,1,2,23459.0,double
4,1500,1,2,23490.0,double
5,1500,1,2,23479.0,double
6,1500,1,2,23461.0,double
7,1500,1,2,23479.0,double
8,1500,1,2,23493.0,double
9,1500,1,2,23489.0,double
10,1500,1,2,23482.0,double
1,1500,1,2,23496.0,float
2,1500,1,2,23494.0,float
3,1500,1,2,23491.0,float
4,1500,1,2,23489.0,float
5,1500,1,2,23480.0,float
6,1500,1,2,23489.0,float
7,1500,1,2,23491.0,float
8,1500,1,2,23487.0,float
9,1500,1,2,23493.0,float
10,1500,1,2,23487.0,float
1,1500,1,4,11834.0,double
2,1500,1,4,11837.0,double
3,1500,1,4,11835.0,double
4,1500,1,4,11836.0,double
5,1500,1,4,11859.0,double
6,1500,1,4,11836.0,double
7,1500,1,4,11860.0,double
8,1500,1,4,11835.0,double
9,1500,1,4,11855.0,double
10,1500,1,4,11836.0,double
1,1500,1,4,11865.0,float
2,1500,1,4,11859.0,float
3,1500,1,4,11860.0,float
4,1500,1,4,11836.0,float
5,1500,1,4,11856.0,float
6,1500,1,4,11865.0,float
7,1500,1,4,11868.0,float
8,1500,1,4,11835.0,float
9,1500,1,4,11859.0,float
10,1500,1,4,11870.0,float
1,1500,1,8,6030.0,double
2,1500,1,8,6038.0,double
3,1500,1,8,6035.0,double
4,1500,1,8,6027.0,double
5,1500,1,8,6025.0,double
6,1500,1,8,6035.0,double
7,1500,1,8,6027.0,double
8,1500,1,8,6030.0,double
9,1500,1,8,6030.0,double
10,1500,1,8,6037.0,double
1,1500,1,8,6029.0,float
2,1500,1,8,6023.0,float
3,1500,1,8,6027.0,float
4,1500,1,8,6035.0,float
5,1500,1,8,6028.0,float
6,1500,1,8,6022.0,float
7,1500,1,8,6034.0,float
8,1500,1,8,6029.0,float
9,1500,1,8,6033.0,float
10,1500,1,8,6028.0,float
1,1500,1,16,3074.0,double
2,1500,1,16,3093.0,double
3,1500,1,16,3104.0,double
4,1500,1,16,3101.0,double
5,1500,1,16,3101.0,double
6,1500,1,16,3099.0,double
7,1500,1,16,3099.0,double
8,1500,1,16,3104.0,double
9,1500,1,16,3115.0,double
10,1500,1,16,3100.0,double
1,1500,1,16,3097.0,float
2,1500,1,16,3093.0,float
3,1500,1,16,3099.0,float
4,1500,1,16,3072.0,float
5,1500,1,16,3098.0,float
6,1500,1,16,3104.0,float
7,1500,1,16,3097.0,float
8,1500,1,16,3103.0,float
9,1500,1,16,3071.0,float
10,1500,1,16,3070.0,float
1,1500,2,1,23494.0,double
2,1500,2,1,23458.0,double
3,1500,2,1,23488.0,double
4,1500,2,1,23492.0,double
5,1500,2,1,23480.0,double
6,1500,2,1,23478.0,double
7,1500,2,1,23459.0,double
8,1500,2,1,23458.0,double
9,1500,2,1,23487.0,double
10,1500,2,1,23488.0,double
1,1500,2,1,23458.0,float
2,1500,2,1,23457.0,float
3,1500,2,1,23488.0,float
4,1500,2,1,23458.0,float
5,1500,2,1,23487.0,float
6,1500,2,1,23493.0,float
7,1500,2,1,23481.0,float
8,1500,2,1,23491.0,float
9,1500,2,1,23488.0,float
10,1500,2,1,23459.0,float
1,1500,2,2,11849.0,double
2,1500,2,2,11847.0,double
3,1500,2,2,11848.0,double
4,1500,2,2,11840.0,double
5,1500,2,2,11850.0,double
6,1500,2,2,11819.0,double
7,1500,2,2,11852.0,double
8,1500,2,2,11847.0,double
9,1500,2,2,11817.0,double
10,1500,2,2,11819.0,double
1,1500,2,2,11845.0,float
2,1500,2,2,11846.0,float
3,1500,2,2,11840.0,float
4,1500,2,2,11840.0,float
5,1500,2,2,11848.0,float
6,1500,2,2,11844.0,float
7,1500,2,2,11848.0,float
8,1500,2,2,11821.0,float
9,1500,2,2,11848.0,float
10,1500,2,2,11837.0,float
1,1500,2,4,6007.0,double
2,1500,2,4,6017.0,double
3,1500,2,4,5977.0,double
4,1500,2,4,6005.0,double
5,1500,2,4,6001.0,double
6,1500,2,4,5977.0,double
7,1500,2,4,6006.0,double
8,1500,2,4,6006.0,double
9,1500,2,4,5977.0,double
10,1500,2,4,6006.0,double
1,1500,2,4,6011.0,float
2,1500,2,4,5999.0,float
3,1500,2,4,6021.0,float
4,1500,2,4,6011.0,float
5,1500,2,4,6005.0,float
6,1500,2,4,6011.0,float
7,1500,2,4,5975.0,float
8,1500,2,4,6012.0,float
9,1500,2,4,6008.0,float
10,1500,2,4,6007.0,float
1,1500,2,8,3067.0,double
2,1500,2,8,3069.0,double
3,1500,2,8,3076.0,double
4,1500,2,8,3071.0,double
5,1500,2,8,3045.0,double
6,1500,2,8,3074.0,double
7,1500,2,8,3075.0,double
8,1500,2,8,3046.0,double
9,1500,2,8,3071.0,double
10,1500,2,8,3077.0,double
1,1500,2,8,3068.0,float
2,1500,2,8,3071.0,float
3,1500,2,8,3066.0,float
4,1500,2,8,3072.0,float
5,1500,2,8,3071.0,float
6,1500,2,8,3044.0,float
7,1500,2,8,3073.0,float
8,1500,2,8,3078.0,float
9,1500,2,8,3076.0,float
10,1500,2,8,3073.0,float
1,1500,2,16,1604.0,double
2,1500,2,16,1600.0,double
3,1500,2,16,1593.0,double
4,1500,2,16,1593.0,double
5,1500,2,16,1598.0,double
6,1500,2,16,1605.0,double
7,1500,2,16,1607.0,double
8,1500,2,16,1601.0,double
9,1500,2,16,1594.0,double
10,1500,2,16,1573.0,double
1,1500,2,16,1603.0,float
2,1500,2,16,1599.0,float
3,1500,2,16,1574.0,float
4,1500,2,16,1570.0,float
5,1500,2,16,1602.0,float
6,1500,2,16,1568.0,float
7,1500,2,16,1594.0,float
8,1500,2,16,1572.0,float
9,1500,2,16,1598.0,float
10,1500,2,16,1594.0,float
1,1500,4,1,11832.0,double
2,1500,4,1,11836.0,double
3,1500,4,1,11833.0,double
4,1500,4,1,11860.0,double
5,1500,4,1,11855.0,double
6,1500,4,1,11864.0,double
7,1500,4,1,11859.0,double
8,1500,4,1,11864.0,double
9,1500,4,1,11878.0,double
10,1500,4,1,11877.0,double
1,1500,4,1,11835.0,float
2,1500,4,1,11863.0,float
3,1500,4,1,11833.0,float
4,1500,4,1,11860.0,float
5,1500,4,1,11855.0,float
6,1500,4,1,11833.0,float
7,1500,4,1,11834.0,float
8,1500,4,1,11836.0,float
9,1500,4,1,11869.0,float
10,1500,4,1,11864.0,float
1,1500,4,2,6005.0,double
2,1500,4,2,6001.0,double
3,1500,4,2,5978.0,double
4,1500,4,2,6003.0,double
5,1500,4,2,5999.0,double
6,1500,4,2,6003.0,double
7,1500,4,2,6008.0,double
8,1500,4,2,6003.0,double
9,1500,4,2,5982.0,double
10,1500,4,2,6005.0,double
1,1500,4,2,6004.0,float
2,1500,4,2,6006.0,float
3,1500,4,2,5997.0,float
4,1500,4,2,6000.0,float
5,1500,4,2,6017.0,float
6,1500,4,2,5999.0,float
7,1500,4,2,6006.0,float
8,1500,4,2,5999.0,float
9,1500,4,2,6004.0,float
10,1500,4,2,6011.0,float
1,1500,4,4,3066.0,double
2,1500,4,4,3065.0,double
3,1500,4,4,3078.0,double
4,1500,4,4,3065.0,double
5,1500,4,4,3064.0,double
6,1500,4,4,3062.0,double
7,1500,4,4,3069.0,double
8,1500,4,4,3061.0,double
9,1500,4,4,3070.0,double
10,1500,4,4,3037.0,double
1,1500,4,4,3036.0,float
2,1500,4,4,3060.0,float
3,1500,4,4,3064.0,float
4,1500,4,4,3064.0,float
5,1500,4,4,3071.0,float
6,1500,4,4,3035.0,float
7,1500,4,4,3064.0,float
8,1500,4,4,3038.0,float
9,1500,4,4,3034.0,float
10,1500,4,4,3065.0,float
1,1500,4,8,1585.0,double
2,1500,4,8,1587.0,double
3,1500,4,8,1591.0,double
4,1500,4,8,1559.0,double
5,1500,4,8,1587.0,double
6,1500,4,8,1592.0,double
7,1500,4,8,1586.0,double
8,1500,4,8,1592.0,double
9,1500,4,8,1565.0,double
10,1500,4,8,1562.0,double
1,1500,4,8,1589.0,float
2,1500,4,8,1579.0,float
3,1500,4,8,1581.0,float
4,1500,4,8,1585.0,float
5,1500,4,8,1589.0,float
6,1500,4,8,1583.0,float
7,1500,4,8,1559.0,float
8,1500,4,8,1589.0,float
9,1500,4,8,1584.0,float
10,1500,4,8,1587.0,float
1,1500,4,16,1563.0,double
2,1500,4,16,1590.0,double
3,1500,4,16,1595.0,double
4,1500,4,16,1591.0,double
5,1500,4,16,1560.0,double
6,1500,4,16,1586.0,double
7,1500,4,16,1585.0,double
8,1500,4,16,1589.0,double
9,1500,4,16,1589.0,double
10,1500,4,16,1593.0,double
1,1500,4,16,1580.0,float
2,1500,4,16,1581.0,float
3,1500,4,16,1587.0,float
4,1500,4,16,1595.0,float
5,1500,4,16,1588.0,float
6,1500,4,16,1595.0,float
7,1500,4,16,1592.0,float
8,1500,4,16,1560.0,float
